City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
227,Nemuro,JP,2022-02-05 19:39:27,43.3236,145.575,23.18,73,99,17.72,overcast clouds
228,Mount Gambier,AU,2022-02-05 19:39:27,-37.8333,140.7667,58.91,82,75,6.91,broken clouds
229,Amuntai,ID,2022-02-05 19:39:27,-2.4177,115.2494,74.12,98,98,1.41,overcast clouds
230,Ancud,CL,2022-02-05 19:39:28,-41.8697,-73.8203,74.23,60,17,6.67,few clouds
231,Saint-Augustin,CA,2022-02-05 19:39:28,51.226,-58.6502,4.78,94,100,17.16,light snow
232,Vostok,RU,2022-02-05 19:39:29,46.4856,135.8833,-11.38,99,100,3.29,overcast clouds
233,Aklavik,CA,2022-02-05 19:39:29,68.2191,-135.0107,-31.97,66,40,3.44,scattered clouds
234,Oussouye,SN,2022-02-05 19:39:30,12.485,-16.5469,87.98,48,3,7.43,clear sky
235,Coahuayana,MX,2022-02-05 19:39:30,18.7333,-103.6833,89.08,41,26,6.98,scattered clouds
236,Presidencia Roque Saenz Pena,AR,2022-02-05 19:39:30,-26.7852,-60.4388,93.92,24,0,10.89,clear sky
237,Portland,US,2022-02-05 19:35:27,45.5234,-122.6762,50.94,81,75,3.0,broken clouds
238,Okha,RU,2022-02-05 19:39:31,53.5739,142.9478,4.28,92,100,20.11,overcast clouds
239,Colares,PT,2022-02-05 19:39:31,38.7992,-9.4469,56.28,73,20,1.01,few clouds
240,Batamshinskiy,KZ,2022-02-05 19:39:32,50.5594,58.2747,10.38,99,100,8.25,overcast clouds
241,Rusape,ZW,2022-02-05 19:39:32,-18.5278,32.1284,61.88,90,38,5.99,scattered clouds
242,Xining,CN,2022-02-05 19:39:32,36.6167,101.7667,11.84,90,100,1.63,overcast clouds
243,Male,MV,2022-02-05 19:39:33,4.1748,73.5089,82.35,78,75,4.61,broken clouds
244,Mujiayingzi,CN,2022-02-05 19:39:33,42.1167,118.7833,6.75,73,0,7.31,clear sky
245,Fairbanks,US,2022-02-05 19:35:01,64.8378,-147.7164,7.25,77,100,0.0,overcast clouds
246,Vestmannaeyjar,IS,2022-02-05 19:39:34,63.4427,-20.2734,29.79,62,86,7.99,overcast clouds
247,Bilma,NE,2022-02-05 19:39:34,18.6853,12.9164,62.53,18,0,5.19,clear sky
248,Provideniya,RU,2022-02-05 19:39:35,64.3833,-173.3,-6.21,86,2,10.54,clear sky
249,Kuytun,RU,2022-02-05 19:39:35,54.3419,101.5036,20.28,86,100,7.78,overcast clouds
250,Nador,MA,2022-02-05 19:37:04,35.174,-2.9287,59.25,82,75,4.61,broken clouds
251,Digras,IN,2022-02-05 19:39:35,20.1167,77.7167,64.6,24,3,3.58,clear sky
252,Nishihara,JP,2022-02-05 19:39:36,26.1842,127.7558,56.48,58,75,17.27,broken clouds
253,Hay River,CA,2022-02-05 19:39:36,60.8156,-115.7999,-2.22,60,75,1.14,broken clouds
254,Hithadhoo,MV,2022-02-05 19:39:37,-0.6,73.0833,81.95,74,100,12.08,overcast clouds
255,Staryy Oskol,RU,2022-02-05 19:37:42,51.2967,37.8417,0.82,100,100,4.92,overcast clouds
256,Cherskiy,RU,2022-02-05 19:39:37,68.75,161.3,-32.82,96,12,1.23,few clouds
257,Marsh Harbour,BS,2022-02-05 19:38:07,26.5412,-77.0636,74.12,56,0,4.23,clear sky
258,Lavrentiya,RU,2022-02-05 19:39:38,65.5833,-171.0,-17.36,93,12,9.82,few clouds
259,Koungheul,SN,2022-02-05 19:39:38,13.9833,-14.8,87.19,9,0,6.91,clear sky
260,Tiksi,RU,2022-02-05 19:39:38,71.6872,128.8694,-22.5,98,90,7.63,overcast clouds
261,Sarkand,KZ,2022-02-05 19:39:39,45.41,79.9186,18.7,63,0,8.7,clear sky
262,Anadyr,RU,2022-02-05 19:39:39,64.75,177.4833,-1.7,84,0,2.24,clear sky
263,Faanui,PF,2022-02-05 19:39:40,-16.4833,-151.75,81.28,72,14,19.98,few clouds
264,Jiguani,CU,2022-02-05 19:39:40,20.3667,-76.4272,82.18,32,48,12.97,scattered clouds
265,Kavaratti,IN,2022-02-05 19:39:40,10.5669,72.642,78.48,62,20,9.17,few clouds
266,Lorengau,PG,2022-02-05 19:37:43,-2.0226,147.2712,80.62,77,62,7.23,broken clouds
267,Segezha,RU,2022-02-05 19:39:41,63.7415,34.3222,16.39,89,100,16.98,light snow
268,Lodja,CD,2022-02-05 19:39:41,-3.4833,23.4333,71.37,84,26,0.74,scattered clouds
269,Santa Isabel,BR,2022-02-05 19:39:42,-23.3156,-46.2214,87.1,89,100,5.55,overcast clouds
270,Zhangye,CN,2022-02-05 19:39:42,38.9342,100.4517,18.57,61,100,1.77,overcast clouds
271,Yatou,CN,2022-02-05 19:39:43,37.15,122.3833,29.7,52,70,14.2,broken clouds
272,Darnah,LY,2022-02-05 19:39:43,32.767,22.6367,57.25,66,0,16.17,clear sky
273,Hambantota,LK,2022-02-05 19:39:43,6.1241,81.1185,73.78,85,42,13.04,scattered clouds
274,Charters Towers,AU,2022-02-05 19:39:44,-20.1,146.2667,69.73,84,1,8.34,clear sky
275,Souillac,MU,2022-02-05 19:37:49,-20.5167,57.5167,80.37,89,75,21.85,light rain
276,Tabas,IR,2022-02-05 19:39:44,33.5959,56.9244,47.68,51,0,8.7,clear sky
277,Novyy Urengoy,RU,2022-02-05 19:39:45,66.0833,76.6333,-12.77,100,93,6.38,overcast clouds
278,Oron,NG,2022-02-05 19:39:45,4.8256,8.2343,79.81,71,61,4.59,broken clouds
279,Sawtell,AU,2022-02-05 19:39:46,-30.3833,153.1,62.92,94,75,13.8,broken clouds
280,Alvdal,NO,2022-02-05 19:39:46,62.1077,10.6307,26.44,96,100,9.82,overcast clouds
281,Narsaq,GL,2022-02-05 19:39:17,60.9167,-46.05,3.42,74,3,6.67,clear sky
282,Ola,RU,2022-02-05 19:39:47,59.5833,151.2833,-2.85,74,34,11.86,scattered clouds
283,Clyde River,CA,2022-02-05 19:39:29,70.4692,-68.5914,-27.17,75,40,10.36,scattered clouds
284,Petropavlovsk-Kamchatskiy,RU,2022-02-05 19:39:47,53.0452,158.6483,16.39,62,0,8.95,clear sky
285,Sungairaya,ID,2022-02-05 19:39:47,0.7,108.9,76.77,92,96,6.87,overcast clouds
286,Mudu,CN,2022-02-05 19:39:48,31.252,120.5118,34.99,56,46,4.56,scattered clouds
287,Apatou,GF,2022-02-05 19:39:48,5.155,-54.3472,78.78,93,62,3.98,broken clouds
288,Rawson,AR,2022-02-05 19:39:49,-43.3002,-65.1023,62.87,44,0,11.27,clear sky
289,Alofi,NU,2022-02-05 19:39:49,-19.0595,-169.9187,78.69,94,100,4.61,overcast clouds
290,Broome,US,2022-02-05 19:39:49,42.2506,-75.833,19.22,66,0,3.0,clear sky
291,Pokhara,NP,2022-02-05 19:39:37,28.2333,83.9833,44.15,69,6,6.35,clear sky
292,Gat,IL,2022-02-05 19:39:50,31.61,34.7642,53.4,100,74,7.61,broken clouds
293,Trudovoye,RU,2022-02-05 19:39:50,43.3058,132.0817,-0.27,71,29,4.47,scattered clouds
294,Mount Isa,AU,2022-02-05 19:39:51,-20.7333,139.5,73.17,43,0,5.75,clear sky
295,Pochutla,MX,2022-02-05 19:39:51,15.7432,-96.4661,87.82,34,3,9.37,clear sky
296,Jamestown,US,2022-02-05 19:36:47,42.097,-79.2353,21.09,45,40,3.0,scattered clouds
297,Sitka,US,2022-02-05 19:39:52,57.0531,-135.33,44.49,70,100,13.8,light rain
298,Shimoda,JP,2022-02-05 19:39:52,34.6667,138.95,33.1,64,11,25.03,few clouds
299,Victoria,HK,2022-02-05 19:36:03,22.2855,114.1577,60.33,82,100,1.99,overcast clouds
300,Bani,DO,2022-02-05 19:39:53,18.2833,-70.3333,82.74,48,1,10.18,clear sky
301,Gladstone,AU,2022-02-05 19:39:53,-23.85,151.25,73.33,56,75,10.36,broken clouds
302,Kearns,US,2022-02-05 19:39:53,40.66,-111.9963,42.49,43,0,1.99,clear sky
303,Gorontalo,ID,2022-02-05 19:39:54,0.5412,123.0595,73.54,94,68,3.8,broken clouds
304,Nguruka,TZ,2022-02-05 19:39:54,-5.1092,31.0419,65.23,93,100,1.59,overcast clouds
305,San Lorenzo De El Escorial,ES,2022-02-05 19:39:55,40.5914,-4.1474,49.44,65,27,4.43,scattered clouds
306,Tigil,RU,2022-02-05 19:39:55,57.8,158.6667,6.44,82,72,7.38,broken clouds
307,Padang,ID,2022-02-05 19:39:56,-0.9492,100.3543,74.25,96,100,3.51,light rain
308,Ronda,ES,2022-02-05 19:39:56,36.7423,-5.1671,54.39,78,71,3.49,broken clouds
309,Neuquen,AR,2022-02-05 19:39:56,-38.9516,-68.0591,75.09,41,0,3.44,clear sky
310,Aguimes,ES,2022-02-05 19:39:57,27.9054,-15.4461,69.66,64,0,6.91,clear sky
311,Acarau,BR,2022-02-05 19:39:57,-2.8856,-40.12,81.64,75,23,14.32,few clouds
312,Henderson,US,2022-02-05 19:39:58,36.0397,-114.9819,60.12,22,0,8.05,clear sky
313,Wewak,PG,2022-02-05 19:39:58,-3.5534,143.6268,78.44,86,100,9.06,overcast clouds
314,Sept-Iles,CA,2022-02-05 19:39:22,50.2001,-66.3821,13.05,46,40,1.01,scattered clouds
315,Bend,US,2022-02-05 19:39:15,44.0582,-121.3153,52.36,42,0,1.99,clear sky
316,Mayor Pablo Lagerenza,PY,2022-02-05 19:39:59,-19.9309,-60.7718,78.31,80,99,9.82,light rain
317,Pisco,PE,2022-02-05 19:35:29,-13.7,-76.2167,68.05,88,75,9.22,mist
318,Alexandria,EG,2022-02-05 19:38:34,31.2156,29.9553,57.16,77,40,5.75,scattered clouds
319,Kiama,AU,2022-02-05 19:39:59,-34.6833,150.8667,69.58,80,96,1.99,light rain
320,Banda Aceh,ID,2022-02-05 19:40:00,5.5577,95.3222,78.69,78,96,4.29,overcast clouds
321,Thompson,CA,2022-02-05 19:38:04,55.7435,-97.8558,-12.84,70,75,2.3,broken clouds
322,Panshi,CN,2022-02-05 19:40:00,42.9422,126.0561,-5.33,96,95,1.59,overcast clouds
323,Shunyi,CN,2022-02-05 19:40:01,40.125,116.6453,31.95,25,0,8.95,clear sky
324,Laurel,US,2022-02-05 19:40:01,39.0993,-76.8483,34.75,48,0,7.0,clear sky
325,Atar,MR,2022-02-05 19:40:02,20.5169,-13.0499,77.43,9,0,6.91,clear sky
326,Morondava,MG,2022-02-05 19:38:11,-20.2833,44.2833,79.48,81,100,13.2,overcast clouds
327,Bredasdorp,ZA,2022-02-05 19:40:03,-34.5322,20.0403,69.28,73,93,21.85,overcast clouds
328,San Quintin,MX,2022-02-05 19:40:03,30.4833,-115.95,63.61,26,0,7.83,clear sky
329,Goksun,TR,2022-02-05 19:40:03,38.021,36.4973,31.15,81,67,4.41,broken clouds
330,Poum,NC,2022-02-05 19:40:04,-20.2333,164.0167,80.82,72,99,3.36,overcast clouds
331,Sherlovaya Gora,RU,2022-02-05 19:40:04,50.5667,116.25,-18.74,100,73,3.65,broken clouds
332,Plast,RU,2022-02-05 19:40:05,54.3691,60.8136,14.0,94,100,4.0,overcast clouds
333,Roma,US,2022-02-05 19:40:05,43.2128,-75.4557,18.82,56,0,19.57,clear sky
334,Nabari,JP,2022-02-05 19:40:05,34.6167,136.0833,34.02,68,22,12.91,few clouds
335,Alamosa,US,2022-02-05 19:40:06,37.4695,-105.87,13.51,79,0,0.0,clear sky
336,Montrose,US,2022-02-05 19:40:06,38.4166,-108.2673,34.36,48,0,2.33,clear sky
337,Belaya Gora,RU,2022-02-05 19:40:07,68.5333,146.4167,-40.76,100,99,0.74,overcast clouds
338,Buraydah,SA,2022-02-05 19:40:07,26.326,43.975,50.45,35,0,8.23,clear sky
339,Kaberamaido,UG,2022-02-05 19:40:07,1.7389,33.1594,73.49,63,100,5.08,overcast clouds
340,Goderich,CA,2022-02-05 19:39:40,43.7501,-81.7165,20.91,67,96,8.05,overcast clouds
341,Ribeira Grande,PT,2022-02-05 19:40:08,38.5167,-28.7,59.4,88,75,14.97,broken clouds
342,Sorland,NO,2022-02-05 19:40:09,67.667,12.6934,39.36,74,100,28.92,overcast clouds
343,Port-Gentil,GA,2022-02-05 19:40:09,-0.7193,8.7815,79.7,80,13,11.07,few clouds
344,Viedma,AR,2022-02-05 19:40:10,-40.8135,-62.9967,62.76,49,98,14.9,overcast clouds
345,Lieksa,FI,2022-02-05 19:40:10,63.3167,30.0167,20.39,93,100,12.82,light snow
346,Pula,HR,2022-02-05 19:40:11,44.8683,13.8481,49.06,93,20,3.44,few clouds
347,San Ramon,US,2022-02-05 19:35:14,37.7799,-121.978,61.47,52,0,1.01,haze
348,Mattru,SL,2022-02-05 19:40:11,7.6244,-11.8332,79.36,72,37,6.55,scattered clouds
349,Camacha,PT,2022-02-05 19:38:06,33.0833,-16.3333,63.54,82,20,19.57,few clouds
350,Starosubkhangulovo,RU,2022-02-05 19:40:12,53.1031,57.4423,18.32,95,100,3.47,overcast clouds
351,Bitung,ID,2022-02-05 19:40:12,1.4451,125.1824,76.05,86,100,11.01,overcast clouds
352,Ponta Delgada,PT,2022-02-05 19:40:13,37.7333,-25.6667,62.51,82,20,13.8,few clouds
353,Pevek,RU,2022-02-05 19:40:13,69.7008,170.3133,-28.39,99,39,2.89,scattered clouds
354,Ilulissat,GL,2022-02-05 19:40:14,69.2167,-51.1,5.02,51,75,13.8,broken clouds
355,Impfondo,CG,2022-02-05 19:40:14,1.6381,18.0667,77.29,22,84,0.78,broken clouds
356,Port Hedland,AU,2022-02-05 19:40:14,-20.3167,118.5667,84.25,84,75,4.61,broken clouds
357,Comandau,RO,2022-02-05 19:40:15,45.7667,26.2667,31.59,98,100,14.58,light snow
358,Lukulu,ZM,2022-02-05 19:40:15,-14.3707,23.242,66.34,96,98,4.52,moderate rain
359,Ewa Beach,US,2022-02-05 19:40:16,21.3156,-158.0072,79.68,73,40,5.01,scattered clouds
360,Bambanglipuro,ID,2022-02-05 19:40:16,-7.95,110.2833,62.6,84,100,4.23,overcast clouds
361,Carmo Do Paranaiba,BR,2022-02-05 19:40:16,-19.0008,-46.3161,78.75,70,100,3.85,overcast clouds
362,Pabrade,LT,2022-02-05 19:40:17,55.0,25.7833,34.23,97,100,11.21,light snow
363,Pucara,PE,2022-02-05 19:40:17,-15.9803,-71.4606,44.73,55,75,15.48,broken clouds
364,Praya,CV,2022-02-05 19:40:18,14.9215,-23.5087,75.74,50,0,18.41,clear sky
365,Burns Lake,CA,2022-02-05 19:40:18,54.2331,-125.7533,38.62,89,100,4.74,overcast clouds
366,Adrar,MR,2022-02-05 19:40:18,20.5022,-10.0711,71.1,7,0,9.08,clear sky
367,Milkovo,RU,2022-02-05 19:40:19,54.7167,158.6167,11.79,97,100,3.51,light snow
368,Duayaw Nkwanta,GH,2022-02-05 19:40:19,7.1724,-2.1028,84.52,34,90,1.63,overcast clouds
369,Lagoa,PT,2022-02-05 19:40:20,39.05,-27.9833,59.04,76,30,19.1,scattered clouds
370,Honningsvag,NO,2022-02-05 19:40:20,70.9821,25.9704,29.25,71,20,31.38,few clouds
371,Bousso,TD,2022-02-05 19:40:20,10.4795,16.7117,75.0,18,53,8.75,broken clouds
372,Vila Franca Do Campo,PT,2022-02-05 19:40:21,37.7167,-25.4333,62.2,76,78,11.61,broken clouds
373,Lively,CA,2022-02-05 19:40:21,46.4334,-81.1498,12.02,43,36,5.5,scattered clouds
374,Port Blair,IN,2022-02-05 19:40:21,11.6667,92.75,78.84,89,20,2.3,mist
375,Asau,RO,2022-02-05 19:40:22,46.4333,26.4,37.76,83,86,1.61,overcast clouds
376,Placido De Castro,BR,2022-02-05 19:40:22,-10.3353,-67.1856,85.05,63,95,5.66,moderate rain
377,Erzin,TR,2022-02-05 19:40:23,36.9559,36.2,48.92,75,78,3.2,broken clouds
378,Huatulco,MX,2022-02-05 19:40:23,15.8436,-96.3267,86.86,43,20,9.22,few clouds
379,Heihe,CN,2022-02-05 19:40:23,50.2441,127.4902,0.18,92,60,5.82,broken clouds
380,Ullapool,GB,2022-02-05 19:40:24,57.8987,-5.1604,38.35,78,100,25.14,overcast clouds
381,Karia,NG,2022-02-05 19:40:24,11.7306,11.1629,66.74,24,0,12.39,clear sky
382,Tuatapere,NZ,2022-02-05 19:40:25,-46.1333,167.6833,51.82,83,100,3.53,overcast clouds
383,Bac Lieu,VN,2022-02-05 19:40:25,9.285,105.7244,77.25,70,74,13.56,broken clouds
384,Sao Filipe,CV,2022-02-05 19:40:25,14.8961,-24.4956,74.1,67,0,10.33,clear sky
385,Derzhavinsk,KZ,2022-02-05 19:40:26,51.1,66.3167,16.36,75,100,16.08,overcast clouds
386,Kassala,SD,2022-02-05 19:40:26,15.451,36.4,71.8,29,0,11.16,clear sky
387,Plettenberg Bay,ZA,2022-02-05 19:40:27,-34.0527,23.3716,68.32,85,29,12.8,scattered clouds
388,Selenginsk,RU,2022-02-05 19:40:27,52.0064,106.8647,-3.59,89,100,3.51,overcast clouds
389,Meaux,FR,2022-02-05 19:40:27,48.9167,3.0,44.64,80,99,13.4,overcast clouds
390,Bathsheba,BB,2022-02-05 19:40:28,13.2167,-59.5167,83.01,57,20,14.97,few clouds
391,Lashio,MM,2022-02-05 19:40:28,22.9333,97.75,50.36,89,0,0.81,clear sky
392,Melito Di Porto Salvo,IT,2022-02-05 19:40:28,37.9222,15.7714,58.89,67,20,11.5,few clouds
393,Gamboma,CG,2022-02-05 19:40:29,-1.8764,15.8644,79.9,63,93,5.77,overcast clouds
394,Krasnyy Chikoy,RU,2022-02-05 19:40:29,50.3643,108.7512,-7.13,100,92,1.66,overcast clouds
395,Northam,GB,2022-02-05 19:40:30,51.0333,-4.2167,51.03,88,100,30.62,overcast clouds
396,Roznava,SK,2022-02-05 19:40:30,48.6601,20.5376,34.74,82,9,1.99,clear sky
397,Tabou,CI,2022-02-05 19:40:30,4.423,-7.3528,80.17,82,11,8.97,few clouds
398,Saint-Philippe,RE,2022-02-05 19:38:03,-21.3585,55.7679,81.99,86,100,20.85,light rain
399,Nantucket,US,2022-02-05 19:35:55,41.2835,-70.0995,29.08,65,20,19.57,few clouds
400,Am Timan,TD,2022-02-05 19:40:31,11.0297,20.2827,78.46,16,100,6.55,overcast clouds
401,Pacific Grove,US,2022-02-05 19:40:31,36.6177,-121.9166,65.57,48,0,1.99,clear sky
402,Amahai,ID,2022-02-05 19:40:32,-3.3333,128.9167,77.67,84,99,6.38,overcast clouds
403,Saint Anthony,US,2022-02-05 19:40:32,45.0205,-93.218,18.79,59,40,7.0,scattered clouds
404,Namibe,AO,2022-02-05 19:40:33,-15.1961,12.1522,73.72,69,100,11.36,overcast clouds
405,High Prairie,CA,2022-02-05 19:40:33,55.4334,-116.4858,29.97,84,100,9.15,overcast clouds
406,Batemans Bay,AU,2022-02-05 19:40:33,-35.7167,150.1833,64.09,82,99,7.65,overcast clouds
407,Deputatskiy,RU,2022-02-05 19:40:34,69.3,139.9,-30.21,97,92,3.27,overcast clouds
408,Mackenzie,CA,2022-02-05 19:40:34,55.2999,-123.1698,41.22,48,0,5.75,clear sky
409,Altamira,BR,2022-02-05 19:40:34,-3.2033,-52.2064,87.89,58,75,0.0,broken clouds
410,Champerico,GT,2022-02-05 19:40:35,14.3,-91.9167,93.74,58,0,12.5,clear sky
411,Abu Samrah,SY,2022-02-05 19:40:35,35.3029,37.1841,43.95,82,5,7.27,clear sky
412,Carutapera,BR,2022-02-05 19:40:36,-1.195,-46.02,77.77,91,100,8.32,overcast clouds
413,Karpogory,RU,2022-02-05 19:40:36,64.0019,44.4451,3.79,94,52,8.16,broken clouds
414,Dingle,PH,2022-02-05 19:40:36,10.9995,122.6711,74.57,83,94,11.3,overcast clouds
415,Yabelo,ET,2022-02-05 19:40:37,4.8833,38.0833,69.82,25,100,1.63,overcast clouds
416,Franca,BR,2022-02-05 19:38:11,-20.5386,-47.4008,71.62,91,85,5.03,light rain
417,Warrnambool,AU,2022-02-05 19:40:37,-38.3833,142.4833,59.81,84,99,9.35,overcast clouds
418,Bang Sao Thong,TH,2022-02-05 19:40:38,13.595,100.8304,81.28,69,20,6.91,few clouds
419,Neyshabur,IR,2022-02-05 19:40:38,36.2133,58.7958,38.17,89,86,10.76,overcast clouds
420,Gedo,ET,2022-02-05 19:40:39,9.0167,37.45,59.25,43,65,2.21,broken clouds
421,Dali,CN,2022-02-05 19:40:39,25.7,100.1833,42.37,96,100,4.97,light rain
422,Kalmunai,LK,2022-02-05 19:40:40,7.4167,81.8167,74.7,79,84,6.62,broken clouds
423,Lahij,YE,2022-02-05 19:40:40,13.1667,44.5833,73.83,59,24,5.5,few clouds
424,Dunoon,GB,2022-02-05 19:40:40,55.947,-4.923,41.0,93,100,14.43,moderate rain
425,Berlevag,NO,2022-02-05 19:40:41,70.8578,29.0864,23.88,84,79,27.92,broken clouds
426,Ponta Do Sol,PT,2022-02-05 19:40:41,32.6667,-17.1,67.12,50,1,11.07,clear sky
427,Bardiyah,LY,2022-02-05 19:40:42,31.7561,25.0865,55.98,61,0,11.03,clear sky
428,Doha,QA,2022-02-05 19:38:58,25.2867,51.5333,64.38,50,0,12.66,clear sky
429,Balkhash,KZ,2022-02-05 19:40:42,46.844,74.9804,13.41,76,1,19.62,clear sky
430,Purpe,RU,2022-02-05 19:40:42,64.4803,76.6897,-15.47,100,85,5.1,overcast clouds
431,Koygorodok,RU,2022-02-05 19:40:43,60.445,50.9968,9.97,96,50,6.06,scattered clouds
432,Riyadh,SA,2022-02-05 19:40:43,24.6877,46.7219,55.54,31,0,10.33,clear sky
433,Narodychi,UA,2022-02-05 19:40:44,51.2029,29.0823,32.09,89,95,11.56,overcast clouds
434,Alibunan,PH,2022-02-05 19:40:44,11.1465,122.4591,72.25,92,100,8.57,overcast clouds
435,Sembe,CG,2022-02-05 19:40:45,1.6481,14.5806,76.19,24,100,1.77,overcast clouds
436,Swellendam,ZA,2022-02-05 19:40:45,-34.0226,20.4417,68.38,79,5,12.19,clear sky
437,Lanzhou,CN,2022-02-05 19:37:55,36.0564,103.7922,18.68,94,100,4.88,light snow
438,Lamu,KE,2022-02-05 19:40:46,-2.2717,40.902,79.02,87,100,9.62,overcast clouds
439,Haines Junction,CA,2022-02-05 19:40:46,60.7522,-137.5108,22.95,74,100,5.75,overcast clouds
440,Urumqi,CN,2022-02-05 19:40:46,43.801,87.6005,-1.25,85,86,2.24,mist
441,Rio Grande,BR,2022-02-05 19:36:35,-32.035,-52.0986,84.31,68,57,12.26,moderate rain
442,Chahal,GT,2022-02-05 19:40:47,15.75,-89.5667,67.8,99,100,4.52,overcast clouds
443,Chiang Kham,TH,2022-02-05 19:40:47,19.5233,100.3,67.91,97,82,1.81,broken clouds
444,Azovo,RU,2022-02-05 19:40:48,54.6997,73.0237,2.95,85,100,7.65,overcast clouds
445,Tazovskiy,RU,2022-02-05 19:39:42,67.4667,78.7,-9.51,100,91,7.63,overcast clouds
446,Guerrero Negro,MX,2022-02-05 19:36:52,27.9769,-114.0611,68.16,21,0,0.78,clear sky
447,Sarkikaraagac,TR,2022-02-05 19:40:48,38.0794,31.3664,24.44,75,2,2.37,clear sky
448,Cody,US,2022-02-05 19:40:49,44.5263,-109.0565,41.41,36,100,14.97,overcast clouds
449,Tateyama,JP,2022-02-05 19:40:49,34.9833,139.8667,37.33,60,75,11.5,broken clouds
450,Lasa,IT,2022-02-05 19:40:49,46.6166,10.7002,38.66,54,4,4.05,clear sky
451,Jalingo,NG,2022-02-05 19:40:50,8.8833,11.3667,77.41,13,30,6.11,scattered clouds
452,Meulaboh,ID,2022-02-05 19:40:50,4.1363,96.1285,75.29,88,99,7.23,overcast clouds
453,Dafeng,CN,2022-02-05 19:40:51,23.4517,108.5881,54.1,74,100,3.22,light rain
454,Amlame,TG,2022-02-05 19:40:51,7.4667,0.9,80.17,21,0,2.37,clear sky
455,Maracacume,BR,2022-02-05 19:40:51,-2.0428,-45.9592,79.75,88,98,5.1,overcast clouds
456,Mlonggo,ID,2022-02-05 19:40:52,-6.5333,110.7,77.74,89,99,14.92,overcast clouds
